Index;Year;Title;Pages;Link;Folder;Downloaded
98;1797;Reisen und merkwürdige Nachrichten zweier Neufranken durch Deutschland, Rußland, Polen und die Oesterreichischen Staaten während des jetzigen wichtigen Krieges;Seite(n)30-53;https://www.digitale-sammlungen.de/de/view/bsb10469984?page=36;098_1797_Reisen_und_merkwürdige_Nachrichten_zweier_Neufranken_durch_Deutschland,_Rußland,_Polen_und_die_Oeste;
99;1798;Erzählungen von einer Reise durch einen großen Theil Deutschlands und der Schweiz, im Jahre 1796;Seite(n)54-67;https://www.digitale-sammlungen.de/de/view/bsb11095854?page=68;099_1798_Erzählungen_von_einer_Reise_durch_einen_großen_Theil_Deutschlands_und_der_Schweiz,_im_Jahre_1796;
100;1798;Erzählungen von einer Reise durch einen großen Theil Deutschlands und der Schweiz, im Jahre 1796;Seite(n)17-44;https://www.digitale-sammlungen.de/de/view/bsb11095854?page=31;100_1798_Erzählungen_von_einer_Reise_durch_einen_großen_Theil_Deutschlands_und_der_Schweiz,_im_Jahre_1796;
101;1798;Meine Reise in das Sächsische Erzgebirge im Monath August 1798;Seite(n)36;https://digital.slub-dresden.de/werkansicht/dlf/78092/40;101_1798_Meine_Reise_in_das_Sächsische_Erzgebirge_im_Monath_August_1798;
102;1798;Meine Reise in das Sächsische Erzgebirge im Monath August 1798;Seite(n)10-11;https://digital.slub-dresden.de/werkansicht/dlf/78092/14;102_1798_Meine_Reise_in_das_Sächsische_Erzgebirge_im_Monath_August_1798;
104;1798;Reisen nach und in der Oberlausitz;Seite(n)239;https://www.digitale-sammlungen.de/de/view/bsb11095838?page=383;104_1798_Reisen_nach_und_in_der_Oberlausitz;
105;1798;Reisen nach und in der Oberlausitz;Seite(n)12-16;https://www.digitale-sammlungen.de/de/view/bsb11095838?page=150;105_1798_Reisen_nach_und_in_der_Oberlausitz;
106;1798;Gemälde über die Ober-Lausitz. Gesammelt auf einer kleinen Fußreise;Seite(n)239;https://digital.slub-dresden.de/werkansicht/dlf/77508/247;106_1798_Gemälde_über_die_Ober-Lausitz._Gesammelt_auf_einer_kleinen_Fußreise;
107;1798;Gemälde über die Ober-Lausitz. Gesammelt auf einer kleinen Fußreise;Seite(n)12-21;https://digital.slub-dresden.de/werkansicht/dlf/77508/20;107_1798_Gemälde_über_die_Ober-Lausitz._Gesammelt_auf_einer_kleinen_Fußreise;
108;1798;Fußreise von Dresden nach den zwei verfallenen Bergschlössern, die Rathen, und die dortige Gegend;Seite(n)47-50;https://www.digitale-sammlungen.de/de/view/bsb11095838?page=69;108_1798_Fußreise_von_Dresden_nach_den_zwei_verfallenen_Bergschlössern,_die_Rathen,_und_die_dortige_Gegend;
109;1798;Eine kleine Fußreise von Dresden nach Pirna. An Herrn J. Hermsdorf in Görlitz;Seite(n)30-31;https://www.digitale-sammlungen.de/de/view/bsb11095838?page=168;109_1798_Eine_kleine_Fußreise_von_Dresden_nach_Pirna._An_Herrn_J._Hermsdorf_in_Görlitz;
110;1798;Eine kleine Fußreise von Dresden nach Pirna. An Herrn J. Hermsdorf in Görlitz;Seite(n)5-7;https://www.digitale-sammlungen.de/de/view/bsb11095838?page=27;110_1798_Eine_kleine_Fußreise_von_Dresden_nach_Pirna._An_Herrn_J._Hermsdorf_in_Görlitz;
111;1799;Neue Ansicht von Dresden. Für Reisende von einem Reisenden;Seite(n)2-218;https://digital.slub-dresden.de/werkansicht/dlf/80669/10;111_1799_Neue_Ansicht_von_Dresden._Für_Reisende_von_einem_Reisenden;
112;1799;Briefe eines reisenden Russen;Seite(n)192-216;https://www.digitale-sammlungen.de/de/view/bsb10470042?page=222;112_1799_Briefe_eines_reisenden_Russen;
113;1799;Meine Reise im deutschen Vaterlande, aus Thüringen ins Riesengebürge zu den Elbquellen und durch Böhmen ins Erzgebürge;Seite(n)51-78;https://digital.slub-dresden.de/werkansicht/dlf/90361/63;113_1799_Meine_Reise_im_deutschen_Vaterlande,_aus_Thüringen_ins_Riesengebürge_zu_den_Elbquellen_und_durch_Böh;
114;1799;Meine Reise im deutschen Vaterlande, aus Thüringen ins Riesengebürge zu den Elbquellen und durch Böhmen ins Erzgebürge;Seite(n)44-46;https://digital.slub-dresden.de/werkansicht/dlf/90361/56;114_1799_Meine_Reise_im_deutschen_Vaterlande,_aus_Thüringen_ins_Riesengebürge_zu_den_Elbquellen_und_durch_Böh;
115;1799;Meine Reise im deutschen Vaterlande, aus Thüringen ins Riesengebürge zu den Elbquellen und durch Böhmen ins Erzgebürge;Seite(n)28-38;https://digital.slub-dresden.de/werkansicht/dlf/90361/40;115_1799_Meine_Reise_im_deutschen_Vaterlande,_aus_Thüringen_ins_Riesengebürge_zu_den_Elbquellen_und_durch_Böh;
116;1799;Beschreibung einer Wasserreise von Außig nach Dresden;Seite(n)207-208;https://ds.ub.uni-bielefeld.de/viewer/image/1921388_028/221/;116_1799_Beschreibung_einer_Wasserreise_von_Außig_nach_Dresden;
117;1800;Pitoreskische Reisen durch Sachsen oder Naturschönheiten sächsischer Gegenden auf einer gesellschaftlichen Reise;Seite(n)63-76;https://digitale.bibliothek.uni-halle.de/vd18/content/pageview/6290952;117_1800_Pitoreskische_Reisen_durch_Sachsen_oder_Naturschönheiten_sächsischer_Gegenden_auf_einer_gesellschaft;
118;1800;Pitoreskische Reisen durch Sachsen oder Naturschönheiten sächsischer Gegenden auf einer gesellschaftlichen Reise;Seite(n)3-16;https://digitale.bibliothek.uni-halle.de/vd18/content/pageview/6290892;118_1800_Pitoreskische_Reisen_durch_Sachsen_oder_Naturschönheiten_sächsischer_Gegenden_auf_einer_gesellschaft;
119;1801;Schönheiten der Natur und Kunst dargestellt auf einer Reise durch einen Theil der Sächsischen Staaten;Seite(n)624-634;https://digital.slub-dresden.de/werkansicht/dlf/93539/529;119_1801_Schönheiten_der_Natur_und_Kunst_dargestellt_auf_einer_Reise_durch_einen_Theil_der_Sächsischen_Staate;
120;1801;Schönheiten der Natur und Kunst dargestellt auf einer Reise durch einen Theil der Sächsischen Staaten;Seite(n)521-621;https://digital.slub-dresden.de/werkansicht/?id=5363&tx_dlf%5Bid%5D=93539&tx_dlf%5Bpage%5D=456;120_1801_Schönheiten_der_Natur_und_Kunst_dargestellt_auf_einer_Reise_durch_einen_Theil_der_Sächsischen_Staate;
121;1801;Schönheiten der Natur und Kunst dargestellt auf einer Reise durch einen Theil der Sächsischen Staaten;Seite(n)448-510;https://digital.slub-dresden.de/werkansicht/?id=5363&tx_dlf%5Bid%5D=93539&tx_dlf%5Bpage%5D=318;121_1801_Schönheiten_der_Natur_und_Kunst_dargestellt_auf_einer_Reise_durch_einen_Theil_der_Sächsischen_Staate;
122;1801;Schönheiten der Natur und Kunst dargestellt auf einer Reise durch einen Theil der Sächsischen Staaten;Seite(n)310-390;https://www.digitale-sammlungen.de/de/view/bsb10467220?page=318;122_1801_Schönheiten_der_Natur_und_Kunst_dargestellt_auf_einer_Reise_durch_einen_Theil_der_Sächsischen_Staate;
123;1801;Reise durch Deutschland, Dänemark, Schweden, Norwegen und einen Theil von Italien, in den Jahren 1797, 1798, 1799;Seite(n)294-298;https://www.digitale-sammlungen.de/de/view/bsb10467220?page=280;123_1801_Reise_durch_Deutschland,_Dänemark,_Schweden,_Norwegen_und_einen_Theil_von_Italien,_in_den_Jahren_179;
128;1801;Meine Freuden in Sachsen;Seite(n)76-78;https://www.digitale-sammlungen.de/de/view/bsb10468177?page=25;128_1801_Meine_Freuden_in_Sachsen;
129;1803;Spaziergang nach Syrakus;Seite(n)3-10;https://digital.slub-dresden.de/werkansicht/dlf/94391/47;129_1803_Spaziergang_nach_Syrakus;
135;1805;Reisen durch einen Theil Deutschlands vorzüglich durch Sachsen, Thüringen, Franken etc.;Seite(n)81-83;https://digital.slub-dresden.de/werkansicht/dlf/101203/134;135_1805_Reisen_durch_einen_Theil_Deutschlands_vorzüglich_durch_Sachsen,_Thüringen,_Franken_etc.;
138;1805;Fußreise durch Sachsen und dessen romantische Schweizergegenden, einen Theil der Anhaltschen, Brandenburg und Braunschweigschen Lande nach Hannover;Seite(n)25-28;https://www.digitale-sammlungen.de/de/view/bsb10467875?page=320;138_1805_Fußreise_durch_Sachsen_und_dessen_romantische_Schweizergegenden,_einen_Theil_der_Anhaltschen,_Brande;
144;1807;Beobachtungen und Fantasien auf einer Reise durch Sachsen und Brandenburg im Herbst 1802;Seite(n)191-193;https://www.digitale-sammlungen.de/de/view/bsb10468464?page=285;144_1807_Beobachtungen_und_Fantasien_auf_einer_Reise_durch_Sachsen_und_Brandenburg_im_Herbst_1802;
145;1808;Briefe über Polen, Österreich, Sachsen, Bayern, Italien, Etrurien, den Kirchenstaat und Neapel, an die Comtesse Constance de S.;Seite(n)277-295;https://www.digitale-sammlungen.de/de/view/bsb10724489?page=144;145_1808_Briefe_über_Polen,_Österreich,_Sachsen,_Bayern,_Italien,_Etrurien,_den_Kirchenstaat_und_Neapel,_an_d;
149;1808;Reise durch Schottland, seine Inseln, Dänemark und einen Theil von Deutschland;Seite(n)210-219;https://digital.slub-dresden.de/werkansicht/dlf/101035/80;149_1808_Reise_durch_Schottland,_seine_Inseln,_Dänemark_und_einen_Theil_von_Deutschland;
150;1808;Bemerkungen auf einer Reise von Wittenberg nach Dresden, Pirna u.s.w. im Sommer 1807;Seite(n)70;https://digital.slub-dresden.de/werkansicht/dlf/101035/57;150_1808_Bemerkungen_auf_einer_Reise_von_Wittenberg_nach_Dresden,_Pirna_u.s.w._im_Sommer_1807;
151;1808;Bemerkungen auf einer Reise von Wittenberg nach Dresden, Pirna u.s.w. im Sommer 1807;Seite(n)47-57;https://digital.slub-dresden.de/werkansicht/dlf/101035/33;151_1808_Bemerkungen_auf_einer_Reise_von_Wittenberg_nach_Dresden,_Pirna_u.s.w._im_Sommer_1807;
152;1808;Bemerkungen auf einer Reise von Wittenberg nach Dresden, Pirna u.s.w. im Sommer 1807;Seite(n)23-27;https://digital.slub-dresden.de/werkansicht/dlf/101035/27;152_1808_Bemerkungen_auf_einer_Reise_von_Wittenberg_nach_Dresden,_Pirna_u.s.w._im_Sommer_1807;
153;1808;Bemerkungen auf einer Reise von Wittenberg nach Dresden, Pirna u.s.w. im Sommer 1807;Seite(n)17-18;https://digital.slub-dresden.de/werkansicht/dlf/101044/368;153_1808_Bemerkungen_auf_einer_Reise_von_Wittenberg_nach_Dresden,_Pirna_u.s.w._im_Sommer_1807;
154;1808;Bemerkungen auf meiner Reise von Wittenberg aus durch einen Theil des Wittenbergischen Kreises, die Nieder- und Oberlausitz und einen Theil des Meißnischen Kreises;Seite(n)318-323;https://digital.slub-dresden.de/werkansicht/dlf/101044/333;154_1808_Bemerkungen_auf_meiner_Reise_von_Wittenberg_aus_durch_einen_Theil_des_Wittenbergischen_Kreises,_die_;
155;1808;Bemerkungen auf meiner Reise von Wittenberg aus durch einen Theil des Wittenbergischen Kreises, die Nieder- und Oberlausitz und einen Theil des Meißnischen Kreises;Seite(n)283-306;https://www.digitale-sammlungen.de/de/view/bsb11095837?page=74;155_1808_Bemerkungen_auf_meiner_Reise_von_Wittenberg_aus_durch_einen_Theil_des_Wittenbergischen_Kreises,_die_;
156;1808;Gedichte und Selbstbiographie, Teil 2: Reise durch einen Theil von Sachsen, Böhmen, Oesterreich und Ungarn;Seite(n)52-77;https://www.digitale-sammlungen.de/de/view/bsb10469652?page=430;156_1808_Gedichte_und_Selbstbiographie,_Teil_2_Reise_durch_einen_Theil_von_Sachsen,_Böhmen,_Oesterreich_und_U;
157;1809;Neues Handbuch für Reisende jeder Gattung durch Deutschland und die angränzenden Länder;Seite(n)382-384;https://www.digitale-sammlungen.de/de/view/bsb10469652?page=362;157_1809_Neues_Handbuch_für_Reisende_jeder_Gattung_durch_Deutschland_und_die_angränzenden_Länder;
158;1809;Neues Handbuch für Reisende jeder Gattung durch Deutschland und die angränzenden Länder;Seite(n)314;https://www.digitale-sammlungen.de/de/view/bsb10469652?page=360;158_1809_Neues_Handbuch_für_Reisende_jeder_Gattung_durch_Deutschland_und_die_angränzenden_Länder;
159;1809;Neues Handbuch für Reisende jeder Gattung durch Deutschland und die angränzenden Länder;Seite(n)312-313;https://www.digitale-sammlungen.de/de/view/bsb10469652?page=355;159_1809_Neues_Handbuch_für_Reisende_jeder_Gattung_durch_Deutschland_und_die_angränzenden_Länder;
160;1809;Neues Handbuch für Reisende jeder Gattung durch Deutschland und die angränzenden Länder;Seite(n)307-312;https://www.digitale-sammlungen.de/de/view/bsb10469652?page=136;160_1809_Neues_Handbuch_für_Reisende_jeder_Gattung_durch_Deutschland_und_die_angränzenden_Länder;
161;1809;Neues Handbuch für Reisende jeder Gattung durch Deutschland und die angränzenden Länder;Seite(n)88-91;https://www.digitale-sammlungen.de/de/view/bsb10469652?page=75;161_1809_Neues_Handbuch_für_Reisende_jeder_Gattung_durch_Deutschland_und_die_angränzenden_Länder;
167;1810;Meine Fußreisen im Jahre 1809 zur Zeit des österreichischen Krieges;Seite(n)166-193;https://digital.slub-dresden.de/werkansicht/dlf/13943/418;167_1810_Meine_Fußreisen_im_Jahre_1809_zur_Zeit_des_österreichischen_Krieges;
168;1810;Reise durch Franken Baiern, Oesterreich, Preußen und Sachsen;Seite(n)410-433;https://www.digitale-sammlungen.de/de/view/bsb10469992?page=18;168_1810_Reise_durch_Franken_Baiern,_Oesterreich,_Preußen_und_Sachsen;
169;1811;Durchflug eines Humoristen durch Deutschland, die Schweitz und das südliche Franckreich;Seite(n)14-15;https://digital.slub-dresden.de/werkansicht/dlf/99374/141;169_1811_Durchflug_eines_Humoristen_durch_Deutschland,_die_Schweitz_und_das_südliche_Franckreich;
170;1813;Reise durch einen Theil von Sachsen und Dänemark in den letztverflossenen Jahren;Seite(n)131-149;https://gallica.bnf.fr/ark:/12148/bpt6k9410564q/f225.item;170_1813_Reise_durch_einen_Theil_von_Sachsen_und_Dänemark_in_den_letztverflossenen_Jahren;
171;1814;Wanderung von St. Petersburg nach Paris im Jahre 1812 durch die deutsch-russischen Provinzen, durch Preussen, Sachsen, Oestreich, Baiern, Wirtemberg und die Rheinlande;Seite(n)213-293;https://gallica.bnf.fr/ark:/12148/bpt6k9410564q/f92.item;171_1814_Wanderung_von_St._Petersburg_nach_Paris_im_Jahre_1812_durch_die_deutsch-russischen_Provinzen,_durch_;
172;1814;Wanderung von St. Petersburg nach Paris im Jahre 1812 durch die deutsch-russischen Provinzen, durch Preussen, Sachsen, Oestreich, Baiern, Wirtemberg und die Rheinlande;Seite(n)80-196;https://gallica.bnf.fr/ark:/12148/bpt6k9410564q/f83.item;172_1814_Wanderung_von_St._Petersburg_nach_Paris_im_Jahre_1812_durch_die_deutsch-russischen_Provinzen,_durch_;
174;1815;Meine Fußreise mit elf Zöglingen durch einen Theil Schlesiens, Böhmens, Sachsens und der Mark Brandenburg im Frühjahr 1814;Seite(n)153-157;https://sammlungen.ulb.uni-muenster.de/hd/content/pageview/403267;174_1815_Meine_Fußreise_mit_elf_Zöglingen_durch_einen_Theil_Schlesiens,_Böhmens,_Sachsens_und_der_Mark_Brande;
175;1816;Vier Erholungs-Wochen oder Reise durch die neupreussischen Markgrafthümer, Nieder- und Oberlausitz;Seite(n)227-230;https://sammlungen.ulb.uni-muenster.de/hd/content/pageview/403248;175_1816_Vier_Erholungs-Wochen_oder_Reise_durch_die_neupreussischen_Markgrafthümer,_Nieder-_und_Oberlausitz;
176;1816;Vier Erholungs-Wochen oder Reise durch die neupreussischen Markgrafthümer, Nieder- und Oberlausitz;Seite(n)208-226;https://www.digitale-sammlungen.de/de/view/bsb10469982?page=403;176_1816_Vier_Erholungs-Wochen_oder_Reise_durch_die_neupreussischen_Markgrafthümer,_Nieder-_und_Oberlausitz;
177;1816;Reise durch Teutschland, Holland und Frankreich, die Schweiz und Italien in den Jahren 1797, 1803 und 1804;Seite(n)399-400;https://www.digitale-sammlungen.de/de/view/bsb10469982?page=401;177_1816_Reise_durch_Teutschland,_Holland_und_Frankreich,_die_Schweiz_und_Italien_in_den_Jahren_1797,_1803_un;
182;1816;Auszüge aus der Brieftasche eines Rheinländers, seinen Durchflug durch Sachsen betreffend;Seite(n)762-765;https://www.digitale-sammlungen.de/de/view/bsb10946792?q=%28Merkw%C3%BCrdige+Reise+%C3%BCber+Erlangen,+Dre%C3%9Fden,+Kassel+und+Fulda+nach+Hammelburg%29&page=32,33;182_1816_Auszüge_aus_der_Brieftasche_eines_Rheinländers,_seinen_Durchflug_durch_Sachsen_betreffend;
183;1817;Merkwürdige Reise über Erlangen, Dreßden, Kassel und Fulda nach Hammelburg;Seite(n)29-31;https://digital.slub-dresden.de/werkansicht/dlf/95118/170;183_1817_Merkwürdige_Reise_über_Erlangen,_Dreßden,_Kassel_und_Fulda_nach_Hammelburg;
184;1819;Beobachtungen bey meinem Aufenthalt in der Oberlausitz und auf einer Reise über Dresden nach Wittenberg im Jahre 1818;Seite(n)148-149;https://digital.slub-dresden.de/werkansicht/?id=5363&tx_dlf%5Bid%5D=95118&tx_dlf%5Bpage%5D=94;184_1819_Beobachtungen_bey_meinem_Aufenthalt_in_der_Oberlausitz_und_auf_einer_Reise_über_Dresden_nach_Wittenb;
185;1819;Beobachtungen bey meinem Aufenthalt in der Oberlausitz und auf einer Reise über Dresden nach Wittenberg im Jahre 1818;Seite(n)72-74;https://digital.slub-dresden.de/werkansicht/dlf/95118/80;185_1819_Beobachtungen_bey_meinem_Aufenthalt_in_der_Oberlausitz_und_auf_einer_Reise_über_Dresden_nach_Wittenb;
188;1820;Reise durch Holstein, Hannover, Sachsen, Brandenburg, Mecklenburg und Lauenburg im Jahre 1817;Seite(n)75-93;https://gdz.sub.uni-goettingen.de/id/PPN895471981?tify=%7B%22pages%22%3A%5B99%5D%2C%22pan%22%3A%7B%22x%22%3A0.458%2C%22y%22%3A0.771%7D%2C%22view%22%3A%22info%22%2C%22zoom%22%3A0.427%7D;188_1820_Reise_durch_Holstein,_Hannover,_Sachsen,_Brandenburg,_Mecklenburg_und_Lauenburg_im_Jahre_1817;
189;1820;Reisen durch einige Theile von Deutschland, Polen, der Moldau und der Türkei. Ester Theil;Seite(n)95-97;https://gdz.sub.uni-goettingen.de/id/PPN895471981?tify=%7B%22pages%22%3A%5B87%5D%2C%22pan%22%3A%7B%22x%22%3A0.228%2C%22y%22%3A0.96%7D%2C%22view%22%3A%22info%22%2C%22zoom%22%3A0.427%7D;189_1820_Reisen_durch_einige_Theile_von_Deutschland,_Polen,_der_Moldau_und_der_Türkei._Ester_Theil;
190;1820;Reisen durch einige Theile von Deutschland, Polen, der Moldau und der Türkei. Ester Theil;Seite(n)83-88;https://www.digitale-sammlungen.de/de/view/bsb11246750?page=264;190_1820_Reisen_durch_einige_Theile_von_Deutschland,_Polen,_der_Moldau_und_der_Türkei._Ester_Theil;
191;1822;Der deutsche Wanderer;Seite(n)232-236;https://www.digitale-sammlungen.de/de/view/bsb10467599?page=33;191_1822_Der_deutsche_Wanderer;
192;1824;Briefe an deutsche Freunde von einer Reise durch Italien über Sachsen, Böhmen, und Oestreich, 1820 und 1821 geschrieben und als Skizzen zum Gemälde unserer Zeit herausgegeben.;Seite(n)11-13;https://www.digitale-sammlungen.de/de/view/bsb10467599?page=33;192_1824_Briefe_an_deutsche_Freunde_von_einer_Reise_durch_Italien_über_Sachsen,_Böhmen,_und_Oestreich,_1820_u;
193;1825;Reise durch die Königreiche Sachsen und Böhmen in den Jahren 1822 und 1823;Seite(n)112;https://digital.slub-dresden.de/werkansicht/dlf/89780/124;193_1825_Reise_durch_die_Königreiche_Sachsen_und_Böhmen_in_den_Jahren_1822_und_1823;
194;1825;Reise durch die Königreiche Sachsen und Böhmen in den Jahren 1822 und 1823;Seite(n)105;https://digital.slub-dresden.de/werkansicht/dlf/89780/117;194_1825_Reise_durch_die_Königreiche_Sachsen_und_Böhmen_in_den_Jahren_1822_und_1823;
195;1825;Reise durch die Königreiche Sachsen und Böhmen in den Jahren 1822 und 1823;Seite(n)20-102;https://digital.slub-dresden.de/werkansicht/dlf/89780/32;195_1825_Reise_durch_die_Königreiche_Sachsen_und_Böhmen_in_den_Jahren_1822_und_1823;
196;1826;Wanderbilder. Gesammelt auf einer Reise von Wien über Dresden, Leipzig, Cassel nach Hamburg;Seite(n)76-77;https://www.digitale-sammlungen.de/de/view/bsb10727721?page=84;196_1826_Wanderbilder._Gesammelt_auf_einer_Reise_von_Wien_über_Dresden,_Leipzig,_Cassel_nach_Hamburg;
197;1826;Wanderbilder. Gesammelt auf einer Reise von Wien über Dresden, Leipzig, Cassel nach Hamburg;Seite(n)67;https://www.digitale-sammlungen.de/de/view/bsb10727721?page=75;197_1826_Wanderbilder._Gesammelt_auf_einer_Reise_von_Wien_über_Dresden,_Leipzig,_Cassel_nach_Hamburg;
198;1826;Wanderbilder. Gesammelt auf einer Reise von Wien über Dresden, Leipzig, Cassel nach Hamburg;Seite(n)60;https://www.digitale-sammlungen.de/de/view/bsb10727721?page=68;198_1826_Wanderbilder._Gesammelt_auf_einer_Reise_von_Wien_über_Dresden,_Leipzig,_Cassel_nach_Hamburg;
199;1826;Wanderbilder. Gesammelt auf einer Reise von Wien über Dresden, Leipzig, Cassel nach Hamburg;Seite(n)58-59;https://www.digitale-sammlungen.de/de/view/bsb10727721?page=66;199_1826_Wanderbilder._Gesammelt_auf_einer_Reise_von_Wien_über_Dresden,_Leipzig,_Cassel_nach_Hamburg;
200;1826;Wanderbilder. Gesammelt auf einer Reise von Wien über Dresden, Leipzig, Cassel nach Hamburg;Seite(n)54-56;https://www.digitale-sammlungen.de/de/view/bsb10727721?page=62;200_1826_Wanderbilder._Gesammelt_auf_einer_Reise_von_Wien_über_Dresden,_Leipzig,_Cassel_nach_Hamburg;
201;1826;Wanderbilder. Gesammelt auf einer Reise von Wien über Dresden, Leipzig, Cassel nach Hamburg;Seite(n)43-51;https://www.digitale-sammlungen.de/de/view/bsb10727721?page=51;201_1826_Wanderbilder._Gesammelt_auf_einer_Reise_von_Wien_über_Dresden,_Leipzig,_Cassel_nach_Hamburg;
202;1827;Reisen nach den vorzüglichsten Hauptstädten von Mittel-Europa. Eine Schilderung der Länder und Städte, ihrer Bewohner, Naturschönheiten, Sehenswürdigkeiten, u.s.w.;Seite(n)102-104;https://www.digitale-sammlungen.de/de/view/bsb10622201?page=114;202_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt;
203;1827;Reisen nach den vorzüglichsten Hauptstädten von Mittel-Europa. Eine Schilderung der Länder und Städte, ihrer Bewohner, Naturschönheiten, Sehenswürdigkeiten, u.s.w.;Seite(n)62-102;https://www.digitale-sammlungen.de/de/view/bsb10622201?page=74;203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt;
204;1831;Reise durch Deutschland Ungarn, Holland, Italien, Frankreich, Großbritanien und Irland;Seite(n)26-35;https://www.digitale-sammlungen.de/de/view/bsb10467054?page=34;204_1831_Reise_durch_Deutschland_Ungarn,_Holland,_Italien,_Frankreich,_Großbritanien_und_Irland;
205;1831;Skizzen einer Reise von Wien über Prag, Teplitz, Dresden, Berlin, Leipzig, Weimar, Frankfurt am Main, Darmstadt, Heidelberg, Mannheim, Karlsruhe, Stuttgart, München, Salzburg, Linz, und von dort nach Wien zurück;Seite(n)28-44;https://www.digitale-sammlungen.de/de/view/bsb10466628?page=38;205_1831_Skizzen_einer_Reise_von_Wien_über_Prag,_Teplitz,_Dresden,_Berlin,_Leipzig,_Weimar,_Frankfurt_am_Main;
206;1831;Skizzen einer Reise von Wien über Prag, Teplitz, Dresden, Berlin, Leipzig, Weimar, Frankfurt am Main, Darmstadt, Heidelberg, Mannheim, Karlsruhe, Stuttgart, München, Salzburg, Linz, und von dort nach Wien zurück;Seite(n)27-28;https://www.digitale-sammlungen.de/de/view/bsb10466628?page=37;206_1831_Skizzen_einer_Reise_von_Wien_über_Prag,_Teplitz,_Dresden,_Berlin,_Leipzig,_Weimar,_Frankfurt_am_Main;
207;1834;Philipp Hainhofers Reise-Tagebuch, enthaltend Schilderungen aus Franken, Sachsen, der Mark Brandenburg und Pommern im Jahr 1617;Seite(n)127-148;https://www.digitale-bibliothek-mv.de/viewer/image/PPN559838239_2_1/391/;207_1834_Philipp_Hainhofers_Reise-Tagebuch,_enthaltend_Schilderungen_aus_Franken,_Sachsen,_der_Mark_Brandenbu;
214;1881;Von Dresden nach Bremen im Jahre 1806;Seite(n)5-6;https://brema.suub.uni-bremen.de/content/pageview/2296811;214_1881_Von_Dresden_nach_Bremen_im_Jahre_1806;
216;1889;Friedrich Karl von Savignys sächsische Studienreise 1799 und 1800;Seite(n)23;https://digital.ulb.hhu.de/ulbdsp/periodical/pageview/5122758;216_1889_Friedrich_Karl_von_Savignys_sächsische_Studienreise_1799_und_1800;
222;1899;Reise durch Sachsen im Jahre 1813. Briefe Goethes an Christiane;Seite(n)74-75;https://digital.slub-dresden.de/werkansicht/dlf/99162/42;222_1899_Reise_durch_Sachsen_im_Jahre_1813._Briefe_Goethes_an_Christiane;
223;1899;Reise durch Sachsen im Jahre 1813. Briefe Goethes an Christiane;Seite(n)48-49;https://digital.slub-dresden.de/werkansicht/dlf/99162/16;223_1899_Reise_durch_Sachsen_im_Jahre_1813._Briefe_Goethes_an_Christiane;
224;1899;Reise durch Sachsen im Jahre 1813. Briefe Goethes an Christiane;Seite(n)42-46;https://digital.slub-dresden.de/werkansicht/dlf/99162/10;224_1899_Reise_durch_Sachsen_im_Jahre_1813._Briefe_Goethes_an_Christiane;
225;1901;Des Augsburger Patriciers Philipp Hainhofer Reisen nach Innsbruck und Dresden 1629;Seite(n)156-246;https://digi.ub.uni-heidelberg.de/diglit/hainhofer1901/0166/image,info;225_1901_Des_Augsburger_Patriciers_Philipp_Hainhofer_Reisen_nach_Innsbruck_und_Dresden_1629;
232;1976;Reise durch Deutschland und die Schweiz 1815/1816;Seite(n)238;https://www.osmikon.de/Vta2/bsb00102949/ostdok:BV005204902?c=solrSearchOstdok&page=258;232_1976_Reise_durch_Deutschland_und_die_Schweiz_18151816;
233;1976;Reise durch Deutschland und die Schweiz 1815/1816;Seite(n)229-234;https://www.osmikon.de/Vta2/bsb00102949/ostdok:BV005204902?c=solrSearchOstdok&page=249;233_1976_Reise_durch_Deutschland_und_die_Schweiz_18151816;
